price,price_per_person,price_bucket,minimum_nights,availability_365,instant_bookable,property_type,room_type,room_type_category,accommodates,bedrooms,beds,neighbourhood_cleansed,is_central,latitude,longitude,host_is_superhost,host_experience_level,host_response_rate,host_acceptance_rate,host_since,first_review,last_review,review_scores_cleanliness,review_scores_rating,rating_category,number_of_reviews,reviews_per_month,days_since_last_review,review_scores_checkin,review_scores_communication,review_scores_location,listing_age_days,has_wifi,has_kitchen,has_ac,has_breakfast,has_elevator,has_pool
10400.0,1040.0,Luxury,2,269,0,Entire home,Entire home/apt,Entire,10,5.0,5.0,Chatu Chak,0,13.80477,100.58751,0.0,Intermediate,100.0,50.0,2023-08-09,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
12000.0,1000.0,Luxury,2,269,0,Entire home,Entire home/apt,Entire,12,6.0,6.0,Chatu Chak,0,13.80477,100.58775,0.0,Intermediate,100.0,50.0,2023-08-09,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
2071.0,517.75,Affordable,1,221,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.7156763699821,100.58351177742088,,Intermediate,100.0,100.0,2023-07-24,2023-08-18,2024-12-18,4.89,4.88,Excellent,57,3.44,152.0,5.0,4.93,4.61,640,1,1,0,0,1,1
399.0,199.5,Budget,1,269,0,Private room in guesthouse,Private room,Private,2,2.0,2.0,Thung khru,0,13.64727,100.49911,0.0,Intermediate,100.0,100.0,2023-01-08,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
2329.0,582.25,Affordable,1,329,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.714613013300452,100.58277938514948,,Intermediate,100.0,100.0,2023-07-24,2023-08-19,2024-12-20,4.82,4.81,Excellent,57,3.45,150.0,4.91,4.84,4.4,639,1,1,0,0,1,1
4380.0,1095.0,Standard,1,335,1,Entire rental unit,Entire home/apt,Entire,4,2.0,3.0,Khlong Toei,1,13.738100876872751,100.55230860642747,0.0,Intermediate,100.0,97.0,2022-12-19,2024-02-06,2024-02-06,4.0,5.0,Excellent,1,0.09,468.0,5.0,4.0,5.0,468,1,1,1,0,0,0
460.0,230.0,Budget,30,287,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Phlat,0,13.79758,100.50533,0.0,Expert,100.0,27.0,2020-01-09,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,1,1
1070.0,535.0,Affordable,30,289,0,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.71414,100.59262,0.0,Expert,100.0,99.0,2019-09-15,2024-02-02,2024-02-02,5.0,5.0,Excellent,1,0.09,472.0,5.0,5.0,4.0,472,1,1,1,0,0,1
3150.0,450.0,Standard,3,46,0,Entire townhouse,Entire home/apt,Entire,7,3.0,6.0,Chatu Chak,0,13.7971536,100.5638292,1.0,Intermediate,100.0,94.0,2023-08-13,2023-09-04,2024-12-22,4.98,4.98,Excellent,53,3.31,148.0,5.0,5.0,4.87,623,1,1,0,0,0,0
6143.0,1023.8333333333334,Premium,1,348,0,Entire home,Entire home/apt,Entire,6,3.0,3.0,Bangkok Yai,0,13.74322648070348,100.48484656959772,0.0,Intermediate,100.0,86.0,2023-01-13,2024-01-01,2024-04-14,5.0,5.0,Excellent,4,0.33,400.0,4.75,4.75,4.75,504,1,1,0,0,0,0
2790.0,697.5,Affordable,10,83,1,Private room in rental unit,Private room,Private,4,2.0,2.0,Vadhana,1,13.736159516447564,100.5670477922566,1.0,Expert,98.0,92.0,2014-07-01,2023-11-29,2024-04-22,4.33,4.67,Good,6,0.46,392.0,5.0,4.5,5.0,537,1,1,1,0,1,0
900.0,450.0,Budget,1,165,0,Entire rental unit,Entire home/apt,Entire,2,0.0,1.0,Bang Na,0,13.66184326339583,100.65082034112147,1.0,Expert,100.0,73.0,2013-10-21,2024-02-26,2024-05-05,5.0,5.0,Excellent,3,0.3,379.0,5.0,5.0,4.33,448,1,1,1,0,0,0
5446.0,907.6666666666666,Standard,1,230,1,Entire rental unit,Entire home/apt,Entire,6,2.0,4.0,Huai Khwang,1,13.76115760872737,100.5699634586492,0.0,Expert,100.0,100.0,2017-06-06,2023-09-01,2024-12-02,4.76,4.76,Good,68,4.22,168.0,4.84,4.9,4.91,626,1,1,1,0,1,1
4357.0,726.1666666666666,Standard,1,173,1,Entire rental unit,Entire home/apt,Entire,6,3.0,3.0,Khlong Toei,1,13.714613531069602,100.5827911118668,,Expert,100.0,100.0,2017-04-03,2023-08-23,2024-12-23,4.93,4.95,Excellent,91,5.55,147.0,4.96,4.96,4.69,635,0,1,0,0,1,1
3800.0,760.0,Standard,1,316,1,Entire rental unit,Entire home/apt,Entire,5,2.0,2.0,Khlong Toei,1,13.715690244305788,100.58372812140856,,Intermediate,100.0,100.0,2023-07-24,2023-08-12,2024-12-21,4.93,4.89,Excellent,70,4.17,149.0,4.87,4.89,4.6,646,1,1,1,0,1,1
2243.0,1121.5,Affordable,29,238,0,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.7561839,100.5682693,1.0,Expert,100.0,100.0,2013-12-16,2024-02-20,2024-08-31,5.0,5.0,Excellent,4,0.39,261.0,5.0,5.0,5.0,454,0,1,1,0,1,1
1700.0,850.0,Affordable,1,269,0,Room in hotel,Private room,Private,2,1.0,1.0,Bang Kapi,0,13.74765,100.6065,0.0,Intermediate,100.0,42.0,2022-12-29,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,0,1
2607.0,651.75,Affordable,1,322,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.713969657216316,100.58192118820428,,Intermediate,100.0,100.0,2023-07-24,2023-08-30,2024-12-22,4.86,4.87,Excellent,83,5.13,148.0,4.88,4.87,4.55,628,1,1,1,0,1,1
2800.0,700.0,Affordable,1,320,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.71559,100.58241,,Intermediate,100.0,100.0,2023-07-24,2023-08-20,2024-12-16,4.79,4.77,Good,61,3.7,154.0,4.95,4.9,4.46,638,1,1,1,0,1,0
2214.0,553.5,Affordable,1,254,1,Entire rental unit,Entire home/apt,Entire,4,1.0,2.0,Huai Khwang,1,13.75969225930774,100.57054398151966,0.0,Expert,100.0,100.0,2017-06-06,2023-08-23,2024-12-12,4.84,4.8,Excellent,25,1.52,158.0,4.92,4.92,4.88,635,1,1,1,0,1,1
1285.0,642.5,Affordable,28,289,0,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Suanluang,0,13.711078718408771,100.6033689510442,0.0,Expert,100.0,99.0,2019-09-15,2024-01-27,2024-10-21,5.0,5.0,Excellent,4,0.36,210.0,5.0,5.0,4.75,478,1,1,1,0,0,1
880.0,293.3333333333333,Budget,28,147,0,Entire rental unit,Entire home/apt,Entire,3,1.0,2.0,Huai Khwang,1,13.75566,100.57535,0.0,Expert,100.0,0.0,2019-03-15,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,1
11535.0,1048.6363636363637,Luxury,1,293,1,Entire rental unit,Entire home/apt,Entire,11,5.0,6.0,Huai Khwang,1,13.790874465730536,100.57565943375724,1.0,Expert,97.0,100.0,2015-03-17,2023-08-26,2024-12-21,4.9,5.0,Excellent,20,1.23,149.0,4.85,4.85,4.8,632,1,1,1,0,0,0
4596.0,1149.0,Standard,1,359,1,Entire rental unit,Entire home/apt,Entire,4,1.0,2.0,Khlong Toei,1,13.734945148507874,100.55719140169812,0.0,Expert,100.0,99.0,2020-03-11,2023-10-13,2024-12-22,4.75,4.85,Excellent,20,1.36,148.0,4.95,4.95,4.8,584,1,1,1,0,1,0
6559.0,1639.75,Premium,1,359,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.734616571253287,100.5581684455535,0.0,Expert,100.0,99.0,2020-03-11,2023-08-20,2024-04-14,3.82,3.91,Fair,11,0.67,400.0,4.18,4.36,4.45,638,1,1,1,0,1,0
650.0,325.0,Budget,1,258,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Suanluang,0,13.74206113812319,100.60053447025476,0.0,Expert,93.0,51.0,2013-08-27,2024-12-08,2024-12-08,4.0,4.0,Fair,1,1.0,162.0,4.0,4.0,4.0,162,1,0,1,0,0,0
1200.0,400.0,Affordable,1,269,0,Private room in home,Private room,Private,3,1.0,1.0,Thon buri,0,13.7078357,100.4867816,0.0,Expert,100.0,99.0,2016-09-18,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
6559.0,1639.75,Premium,1,359,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.73679,100.55679,0.0,Expert,100.0,100.0,2018-07-11,2023-09-06,2024-12-19,4.83,4.78,Good,18,1.13,151.0,5.0,4.94,5.0,621,1,1,1,0,1,0
1100.0,550.0,Affordable,30,326,1,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Chom Thong,0,13.714084148262858,100.4650403265589,,Expert,100.0,100.0,2015-06-16,2023-08-16,2024-08-06,4.56,4.89,Excellent,9,0.54,286.0,5.0,5.0,4.56,642,1,1,1,0,1,1
4300.0,716.6666666666666,Standard,1,206,1,Entire rental unit,Entire home/apt,Entire,6,3.0,3.0,Khlong Toei,1,13.71795,100.58516,,Intermediate,100.0,100.0,2023-07-24,2023-08-19,2024-11-26,4.83,4.77,Good,70,4.23,174.0,4.9,4.81,4.57,639,1,1,0,0,1,1
4571.0,761.8333333333334,Standard,1,311,1,Entire condo,Entire home/apt,Entire,6,3.0,3.0,Khlong Toei,1,13.715396915648984,100.58343958010909,1.0,Expert,100.0,100.0,2020-09-21,2023-09-17,2024-12-24,4.77,4.87,Excellent,62,3.98,146.0,4.9,4.87,4.69,610,1,1,0,0,1,1
2486.0,1243.0,Affordable,3,208,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.766358846471787,100.57929270112272,0.0,Expert,100.0,100.0,2015-12-24,2024-01-26,2024-07-21,4.5,4.17,Fair,6,0.54,302.0,3.5,4.33,4.17,479,1,1,1,0,1,0
3488.0,697.6,Standard,2,59,1,Entire rental unit,Entire home/apt,Entire,5,2.0,3.0,Vadhana,1,13.73543,100.57875,1.0,Intermediate,100.0,99.0,2023-05-01,2023-09-03,2024-04-17,5.0,4.25,Fair,4,0.25,397.0,5.0,4.75,4.75,624,1,1,1,0,1,1
4216.0,843.2,Standard,2,78,1,Entire rental unit,Entire home/apt,Entire,5,2.0,3.0,Vadhana,1,13.733541415922993,100.57786368399196,1.0,Intermediate,100.0,99.0,2023-05-01,2024-01-07,2024-06-22,5.0,5.0,Excellent,3,0.25,331.0,5.0,5.0,5.0,498,1,1,1,0,1,0
3086.0,771.5,Standard,60,271,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Ratchathewi,1,13.751060396275957,100.55472846987192,0.0,Expert,0.0,99.0,2018-01-08,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,1,1
900.0,450.0,Budget,1,212,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Ratchathewi,1,13.761276119130402,100.5391415208578,1.0,Intermediate,100.0,100.0,2023-06-18,2023-09-02,2024-12-11,4.88,4.89,Excellent,64,3.98,159.0,4.95,4.91,4.88,625,1,0,1,0,0,0
60190.0,30095.0,Luxury,30,270,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.78127,100.57433,0.0,Intermediate,0.0,99.0,2023-07-27,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,0,1,1,0,1,1
2095.0,698.3333333333334,Affordable,30,308,0,Entire condo,Entire home/apt,Entire,3,2.0,2.0,Chatu Chak,0,13.81499,100.56324,1.0,Expert,100.0,100.0,2019-06-11,2023-09-30,2024-04-02,4.75,4.75,Good,4,0.26,412.0,4.75,4.75,4.75,597,0,1,0,0,1,0
1099.0,366.3333333333333,Affordable,28,196,0,Entire rental unit,Entire home/apt,Entire,3,1.0,2.0,Vadhana,1,13.7111778,100.6024961,0.0,Intermediate,100.0,80.0,2023-05-14,2023-09-23,2023-12-24,5.0,5.0,Excellent,2,0.13,512.0,5.0,5.0,5.0,604,1,1,1,0,0,1
1214.0,607.0,Affordable,3,259,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.77651,100.57946,0.0,Expert,20.0,14.0,2015-05-25,2023-11-15,2023-11-15,5.0,5.0,Excellent,1,0.07,551.0,5.0,5.0,4.0,551,1,1,1,0,0,1
2000.0,500.0,Affordable,7,270,1,Entire condo,Entire home/apt,Entire,4,1.0,2.0,Chatu Chak,0,13.80928,100.56565,0.0,Expert,100.0,50.0,2012-10-08,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,1
3500.0,1750.0,Standard,1,264,0,Room in hotel,Private room,Private,2,1.0,1.0,Phra Nakhon,0,13.7584996,100.4983552,0.0,Intermediate,100.0,42.0,2022-12-29,2023-11-20,2024-12-17,4.87,4.8,Excellent,15,1.12,153.0,4.8,4.93,4.8,546,1,0,1,0,0,1
500.0,250.0,Budget,15,240,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bangkok Noi,0,13.75822,100.46405,0.0,Expert,96.0,99.0,2016-06-16,2023-10-08,2024-10-31,4.83,5.0,Excellent,6,0.4,200.0,5.0,5.0,4.83,589,1,0,1,0,0,0
1900.0,950.0,Affordable,1,249,0,Private room in rental unit,Private room,Private,2,0.0,1.0,Vadhana,1,13.73941851062888,100.58737915344236,1.0,Intermediate,100.0,95.0,2023-07-26,2023-09-12,2024-11-17,4.87,4.8,Excellent,15,0.95,183.0,5.0,5.0,4.6,615,1,0,0,0,0,0
1141.0,380.3333333333333,Affordable,1,223,1,Entire home,Entire home/apt,Entire,3,1.0,2.0,Bang Rak,0,13.726920992515057,100.5262557757679,,Intermediate,100.0,98.0,2023-08-08,2023-09-17,2024-12-26,4.72,4.84,Excellent,67,4.3,144.0,4.72,4.9,4.79,610,1,1,1,0,0,0
1407.0,469.0,Affordable,6,52,0,Entire rental unit,Entire home/apt,Entire,3,1.0,1.0,Huai Khwang,1,13.7561839,100.5682693,0.0,Intermediate,86.0,85.0,2023-07-29,2023-09-07,2024-12-15,4.53,4.71,Good,17,1.07,155.0,4.47,4.65,4.88,620,1,1,1,0,1,1
2619.0,654.75,Affordable,1,241,0,Entire condo,Entire home/apt,Entire,4,2.0,2.0,Vadhana,1,13.729591277349442,100.57597495615482,0.0,Expert,100.0,100.0,2019-07-02,2023-09-17,2024-12-20,4.74,4.71,Good,34,2.18,150.0,4.85,4.94,4.62,610,1,1,1,0,1,1
6030.0,1507.5,Premium,1,81,1,Private room in rental unit,Private room,Private,4,2.0,2.0,Vadhana,1,13.744688441208044,100.55557541549206,0.0,Intermediate,100.0,100.0,2023-08-10,2024-02-16,2024-02-16,5.0,5.0,Excellent,1,0.1,458.0,5.0,5.0,5.0,458,1,1,1,0,0,0
1499.0,374.75,Affordable,30,69,0,Entire serviced apartment,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.705062442696477,100.59999583482534,1.0,Expert,100.0,99.0,2016-08-23,2024-01-17,2024-09-25,4.4,5.0,Excellent,5,0.43,236.0,5.0,5.0,5.0,488,1,1,1,0,1,0
800.0,400.0,Budget,2,363,0,Private room in home,Private room,Private,2,1.0,1.0,Bang Sue,0,13.80309,100.5314,0.0,Expert,100.0,0.0,2019-04-26,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
2050.0,341.6666666666667,Affordable,30,228,0,Entire rental unit,Entire home/apt,Entire,6,3.0,4.0,Vadhana,1,13.734259436228514,100.57611019021716,1.0,Intermediate,100.0,100.0,2023-07-24,2024-01-09,2024-01-09,4.0,4.0,Fair,1,0.08,496.0,4.0,4.0,4.0,496,1,1,1,0,1,0
850.0,425.0,Budget,1,225,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Khlong Toei,1,13.725307718413683,100.57656225385826,0.0,Expert,8.0,0.0,2017-12-04,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,1
870.0,435.0,Budget,30,112,0,Entire condo,Entire home/apt,Entire,2,1.0,1.0,Phra Khanong,0,13.6937134,100.6133692,1.0,Intermediate,100.0,100.0,2023-08-15,2023-10-23,2024-11-29,4.92,4.92,Excellent,26,1.81,171.0,4.81,4.96,4.73,574,1,1,1,0,1,1
3337.0,1668.5,Standard,1,359,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.7168468,100.5847812,0.0,Expert,100.0,100.0,2019-12-06,2023-09-29,2023-11-30,4.33,4.67,Good,3,0.2,536.0,5.0,5.0,4.33,598,1,1,1,0,1,1
688.0,344.0,Budget,30,264,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Phlat,0,13.79781,100.50606,1.0,Expert,99.0,58.0,2018-10-16,2023-10-19,2024-07-10,4.14,4.43,Good,7,0.48,313.0,5.0,4.86,3.71,578,1,1,1,0,1,1
3425.0,856.25,Standard,1,211,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Khlong Toei,1,13.71792,100.58576,,Expert,100.0,100.0,2018-04-30,2023-09-27,2024-12-11,4.77,4.91,Excellent,35,2.3,159.0,4.89,4.97,4.86,600,1,1,1,0,0,1
490.0,245.0,Budget,2,156,1,Private room in cabin,Private room,Private,2,1.0,1.0,Taling Chan,0,13.7716348,100.4493639,1.0,Expert,100.0,100.0,2017-02-11,2023-11-29,2024-12-05,4.97,5.0,Excellent,30,2.29,165.0,4.87,5.0,4.83,537,1,0,1,0,0,0
11586.0,1931.0,Luxury,2,193,1,Entire condo,Entire home/apt,Entire,6,3.0,3.0,Parthum Wan,0,13.740287553261131,100.54419932759484,1.0,Expert,100.0,100.0,2015-04-01,2023-08-23,2024-12-04,4.47,4.57,Good,49,2.99,166.0,4.76,4.71,4.76,635,1,1,0,0,1,1
4400.0,2200.0,Standard,1,269,0,Room in hotel,Private room,Private,2,1.0,1.0,Phra Nakhon,0,13.765399113768307,100.49591572480077,0.0,Intermediate,100.0,42.0,2022-12-29,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,0,0
2521.0,1260.5,Affordable,30,183,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Rak,0,13.726388677012435,100.53065683944726,1.0,Intermediate,100.0,100.0,2022-09-15,2023-12-01,2024-12-13,5.0,5.0,Excellent,5,0.38,157.0,5.0,5.0,5.0,535,1,1,0,0,1,0
1874.0,937.0,Affordable,180,269,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.74116,100.55925,1.0,Expert,100.0,96.0,2017-05-12,2023-09-13,2024-11-01,4.67,4.79,Good,33,2.1,199.0,4.79,4.88,4.85,614,1,1,1,0,1,1
1096.0,548.0,Affordable,30,314,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Suanluang,0,13.72352,100.61792,0.0,Expert,100.0,100.0,2013-12-23,2023-08-22,2023-10-04,5.0,4.5,Good,2,0.12,593.0,4.0,4.5,4.0,636,1,1,1,0,1,0
1150.0,575.0,Affordable,5,199,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.70362,100.59206,0.0,Expert,100.0,100.0,2018-03-19,2024-04-01,2024-11-10,4.33,4.67,Good,3,0.33,190.0,5.0,5.0,4.0,413,1,1,1,0,1,1
23500.0,7833.333333333333,Luxury,1,352,1,Entire rental unit,Entire home/apt,Entire,3,1.0,2.0,Sathon,1,13.720441782928775,100.53722393954946,0.0,Expert,100.0,100.0,2015-12-24,2023-08-16,2024-12-18,4.55,4.43,Good,40,2.4,152.0,4.58,4.63,4.15,642,1,1,1,0,1,0
790.0,395.0,Budget,1,337,0,Private room in guesthouse,Private room,Private,2,1.0,1.0,Phra Nakhon,0,13.760217096067665,100.50620634108782,1.0,Expert,100.0,100.0,2017-09-16,2023-10-13,2024-12-09,4.63,4.72,Good,32,2.18,161.0,4.78,4.91,4.63,584,1,1,1,0,0,0
2699.0,1349.5,Affordable,1,100,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Khlong Toei,1,13.71595598294299,100.58397414044272,,Expert,100.0,100.0,2018-04-30,2023-09-10,2024-06-15,4.77,4.77,Good,26,1.65,338.0,4.69,4.92,4.92,617,1,1,1,0,0,0
1440.0,720.0,Affordable,1,270,0,Private room in rental unit,Private room,Private,2,1.0,1.0,Huai Khwang,1,13.755434321847844,100.57396326251428,0.0,Intermediate,50.0,99.0,2023-08-15,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,0,0,0,0,0,0
3150.0,1575.0,Standard,29,324,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Huai Khwang,1,13.75736,100.56963,1.0,Expert,100.0,97.0,2015-05-29,2024-01-26,2024-02-24,5.0,5.0,Excellent,2,0.18,450.0,5.0,5.0,5.0,479,1,1,1,0,1,1
1674.0,837.0,Affordable,1,170,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Ratchathewi,1,13.75333,100.53767,1.0,Expert,89.0,96.0,2017-03-15,2023-08-26,2023-09-19,5.0,5.0,Excellent,2,0.12,608.0,5.0,5.0,5.0,632,1,1,1,0,0,0
1745.0,872.5,Affordable,1,159,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Ratchathewi,1,13.752329138004605,100.5395120819892,1.0,Expert,89.0,96.0,2017-03-15,2023-09-20,2024-12-17,4.85,4.77,Good,13,0.84,153.0,4.77,5.0,5.0,607,1,1,1,0,0,0
7029.0,1757.25,Premium,1,270,0,Private room in rental unit,Private room,Private,4,2.0,2.0,Vadhana,1,13.73937,100.58144,0.0,Expert,80.0,71.0,2022-04-30,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,1
8700.0,4350.0,Premium,1,173,0,Room in hotel,Private room,Private,2,1.0,1.0,Vadhana,1,13.73355072544851,100.565964281559,0.0,Expert,80.0,71.0,2022-04-30,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,0,1
10143.0,5071.5,Luxury,1,269,0,Room in hotel,Private room,Private,2,1.0,1.0,Vadhana,1,13.734548709172586,100.56544119963289,0.0,Expert,80.0,71.0,2022-04-30,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,0,1,0,0,1
600.0,300.0,Budget,28,249,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Bang Na,0,13.67752,100.59271,0.0,Expert,80.0,82.0,2016-06-21,2024-02-18,2024-02-18,2.0,2.0,Poor,1,0.1,456.0,1.0,3.0,4.0,456,1,1,1,0,1,1
3734.0,1244.6666666666667,Standard,1,360,0,Private room in resort,Private room,Private,3,1.0,1.0,Suanluang,0,13.7390696,100.6470859,0.0,Expert,100.0,99.0,2019-05-17,2023-09-30,2023-09-30,3.0,3.0,Poor,1,0.07,597.0,5.0,5.0,2.0,597,1,0,1,1,1,1
2250.0,1125.0,Affordable,30,235,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Ratchathewi,1,13.756750019591102,100.53799312504376,1.0,Expert,100.0,96.0,2017-05-12,2023-08-24,2024-10-19,4.92,4.89,Excellent,37,2.26,212.0,4.73,4.84,4.84,634,1,1,1,0,1,1
690.0,345.0,Budget,1,248,0,Private room in guesthouse,Private room,Private,2,1.0,1.0,Phra Nakhon,0,13.761311375915977,100.5066088659837,1.0,Expert,100.0,100.0,2017-09-16,2023-09-09,2024-12-12,5.0,4.5,Good,8,0.51,158.0,4.75,4.88,4.63,618,1,1,1,0,0,0
1650.0,825.0,Affordable,30,248,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Ratchathewi,1,13.75843,100.53962,1.0,Intermediate,100.0,99.0,2023-03-06,2023-08-24,2024-06-24,4.85,4.83,Excellent,48,2.93,329.0,4.69,4.81,4.73,634,1,1,1,0,1,1
2687.0,895.6666666666666,Affordable,7,20,1,Entire rental unit,Entire home/apt,Entire,3,1.0,2.0,Vadhana,1,13.7331,100.58278,1.0,Expert,100.0,100.0,2019-01-09,2023-09-10,2024-12-24,4.71,4.86,Excellent,28,1.77,146.0,5.0,5.0,4.79,617,1,1,0,0,0,0
1500.0,750.0,Affordable,1,355,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Sathon,1,13.713060641121569,100.51477901637554,1.0,Expert,100.0,100.0,2016-02-16,2023-08-23,2024-12-22,4.72,4.84,Excellent,57,3.48,148.0,4.79,4.89,4.86,635,1,1,1,0,0,0
2720.0,680.0,Affordable,3,125,0,Private room in rental unit,Private room,Private,4,2.0,2.0,Bang Na,0,13.67275287886352,100.60460383370724,0.0,Expert,100.0,82.0,2015-07-05,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,1
5771.0,1442.75,Standard,5,137,1,Entire rental unit,Entire home/apt,Entire,4,2.0,2.0,Vadhana,1,13.74454650274009,100.55712225326448,0.0,Intermediate,100.0,99.0,2023-02-20,2023-09-18,2024-07-23,4.86,5.0,Excellent,7,0.45,300.0,5.0,5.0,4.86,609,1,1,1,0,1,0
2993.0,1496.5,Affordable,5,168,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.742610329674182,100.55694541957656,0.0,Intermediate,100.0,99.0,2023-02-20,2023-10-07,2024-08-01,4.77,4.69,Good,13,0.87,291.0,4.92,4.62,5.0,590,1,1,1,0,1,0
2240.0,373.3333333333333,Affordable,2,263,0,Entire home,Entire home/apt,Entire,6,2.0,6.0,Bang Kapi,0,13.752319806647922,100.6619254121072,0.0,Intermediate,60.0,100.0,2023-08-15,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,0,0,0
3314.0,1104.6666666666667,Standard,1,360,0,Private room in resort,Private room,Private,3,1.0,2.0,Suanluang,0,13.7390696,100.6470859,0.0,Expert,100.0,99.0,2019-05-17,,,0.0,0.0,No Rating,0,0.0,-1.0,0.0,0.0,0.0,-1,1,1,1,1,1,0
3319.0,1659.5,Standard,5,141,1,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Vadhana,1,13.743917390565528,100.55739429078234,0.0,Intermediate,100.0,99.0,2023-02-20,2023-10-11,2024-11-12,4.65,4.71,Good,17,1.15,188.0,4.94,4.71,4.76,586,1,1,1,0,1,0
1690.0,845.0,Affordable,2,352,0,Private room in rental unit,Private room,Private,2,0.0,1.0,Khlong San,0,13.7323185,100.5022544,0.0,Expert,99.0,94.0,2015-11-08,2024-11-14,2024-12-08,5.0,5.0,Excellent,4,2.79,162.0,5.0,5.0,5.0,186,1,0,1,0,0,0
1195.0,597.5,Affordable,10,144,0,Entire rental unit,Entire home/apt,Entire,2,1.0,1.0,Thon buri,0,13.712930679157996,100.47491770237684,1.0,Expert,100.0,87.0,2021-12-07,2023-09-14,2024-09-09,5.0,4.88,Excellent,8,0.51,252.0,5.0,5.0,4.75,613,1,1,1,0,0,1
